COUNTRY,MZ_NAME,DATE_AGG,DIA_NOMBRE,ORDER_ID,USER_TOTAL_ORDERS,% Completed orders user,PAYMENT_METHOD,GMV_USD,ITEM_COUNT,CITY,BRAND_GROUP,LAT,LNG,T04_PICKING_TIME,T05_CASHIER_TIME,T06_REQUESTING_RT_TIME,VEHICLE_TYPE,SUB_VERTICAL,STOCKOUTS,TAG_BO,TAG_CANCEL,DISTANCE_KM,USE_CREDIT,HORA,POLYGON_SIZE,RAPPI_AMOUNT
EC,Vía la Costa,2023-07-02 00:00:00,domingo,12319835,5,100.00 %,cash,6.260000000000001,3,Guayaquil,Mi Comisariato MT,-2.18827810301,-79.960601963103,27,12,,Motorcycle,Super,0,false,false,3,true,17,,3.2
EC,Vía la Costa,2023-07-02 00:00:00,domingo,12321071,400,96.25 %,cc-N/A,9.75,2,Guayaquil,Mi Comisariato MT,-2.168853557411,-79.937429150851,3,3,,Bicycle,Super,0,false,false,2,,18,,
EC,Extension Duran,2023-06-26 00:00:00,lunes,12347274,21,80.95 %,cc-N/A,2.18,1,Guayaquil,Listo,-2.165512196737,-79.839121699333,,0,,,Express,0,true,true,1,,22,1,
EC,Vía la Costa,2023-06-27 00:00:00,martes,12383856,25,100.00 %,cc-N/A,3.18,1,Guayaquil,Amor Animal MT,-2.160632308292,-79.917612694823,0,0,0,Motorcycle,Mascotas,0,false,false,4,true,21,,2.9
EC,URDESA,2023-06-26 00:00:00,lunes,12386543,26,100.00 %,cc-DEBIT,6.26,2,Guayaquil,Mi Jugueteria,-2.160632308292,-79.917612694823,1,3,0,Bicycle,Bebes y niños,0,true,false,2,true,10,,2.7
EC,ALBORADA,2023-06-26 00:00:00,lunes,12392280,7,100.00 %,cash,1.8900000000000001,1,Guayaquil,Rio Store,-2.111821382628,-79.907995045561,0,1,0,Motorcycle,Moda,0,false,false,2,true,15,,3.15
EC,Sur de Guayaquil,2023-06-26 00:00:00,lunes,12395997,27,100.00 %,cash,22.21,2,Guayaquil,Pet Center,-2.225110060067,-79.902291968738,1,0,0,Motorcycle,Mascotas,1,false,false,3,,19,,
EC,Extensión Mucho lote 1,2023-06-27 00:00:00,martes,12399348,13,100.00 %,cash,8.89,1,Guayaquil,Tecno Riedi MT,-2.154099799174,-79.936618991196,,3341,,Motorcycle,Tecnologia,0,false,false,2,true,21,,3
EC,LA BAHIA,2023-06-26 00:00:00,lunes,12401405,70,97.14 %,cc-N/A,1.8900000000000001,2,Guayaquil,PETSGO,-2.20966498964,-79.888187595968,0,0,4,Bicycle,Mascotas,0,false,false,2,true,8,3,5.5
EC,URDESA,2023-06-26 00:00:00,lunes,12402053,36,94.44 %,cash,6.130000000000001,1,Guayaquil,Mi Jugueteria,-2.1618179,-79.8976274,0,3,0,Motorcycle,Bebes y niños,0,false,false,3,true,9,8,3
EC,ALBORADA,2023-06-26 00:00:00,lunes,12402549,68,95.59 %,cc-N/A,3.3,1,Guayaquil,Maninaec,-2.102891888449,-79.859168864787,0,0,0,Bicycle,Mascotas,0,false,false,5,true,10,10,6.19
EC,LA BAHIA,2023-06-26 00:00:00,lunes,12403517,17,94.12 %,cash,1.8900000000000001,1,Guayaquil,Pet Center,-2.191400929546,-79.928905963898,0,1,0,Motorcycle,Mascotas,0,false,false,5,true,11,7,5.17
EC,ALBORADA,2023-06-26 00:00:00,lunes,12404719,119,94.96 %,cc-N/A,2.99,2,Guayaquil,Maninaec,-2.184439,-79.892929,0,1,0,Motorcycle,Mascotas,0,false,false,7,true,12,10,5.5
EC,URDESA,2023-06-26 00:00:00,lunes,12406946,326,98.47 %,cc-N/A,11.99,1,Guayaquil,Russe,-2.166456426755,-79.908242886684,1,0,,Motorcycle,Belleza,0,false,false,1,,14,1,
EC,Parque California,2023-06-26 00:00:00,lunes,12407133,2,50.00 %,cash,0.39,1,Guayaquil,Computron,-2.101558387555,-79.921606332064,,0,,,Tecnologia,0,true,true,2,true,14,4,5.99
EC,KENNEDY,2023-06-26 00:00:00,lunes,12409353,533,98.31 %,paypal,1.8900000000000001,2,Guayaquil,City Pet,-2.1473733,-79.8953833,1,0,0,Motorcycle,Mascotas,0,false,false,1,true,15,3,6.13
EC,ALBORADA,2023-06-26 00:00:00,lunes,12409726,65,98.46 %,cash,4.07,1,Guayaquil,Mi Jugueteria,-2.1170285,-79.8865443,0,0,0,Bicycle,Bebes y niños,0,false,false,3,true,16,7,3
EC,LA BAHIA,2023-06-26 00:00:00,lunes,12410086,20,100.00 %,cc-N/A,5.5600000000000005,3,Guayaquil,Mi Jugueteria,-2.208559312952,-79.897204529953,0,1,0,Bicycle,Bebes y niños,0,false,false,3,true,16,6,3
EC,LA BAHIA,2023-06-26 00:00:00,lunes,12410655,22,95.45 %,cash,7.529999999999999,4,Guayaquil,DIPASO,-2.216698230347,-79.900977797806,,0,0,Motorcycle,Belleza,0,true,true,3,,17,8,
EC,Vía la Costa,2023-06-26 00:00:00,lunes,12411450,8,100.00 %,cc-N/A,1.8900000000000001,1,Guayaquil,Amor Animal MT,-2.173116170276,-79.909915924072,0,1,0,Motorcycle,Mascotas,0,false,false,4,true,17,8,1.46
EC,El Dorado,2023-06-26 00:00:00,lunes,12411519,176,95.45 %,cc-N/A,35.32,6,Guayaquil,Mi Comisariato MT,-2.070024781714,-79.837151616812,5,4,,Motorcycle,Super,0,false,false,5,,17,10,
EC,KENNEDY,2023-06-26 00:00:00,lunes,12411922,16,100.00 %,cc-DEBIT,16.68,7,Guayaquil,Santa Maria,-2.127971530235,-79.868497825634,9,3,,Motorcycle,Super,1,false,false,4,,18,10,
EC,El Dorado,2023-06-26 00:00:00,lunes,12412178,497,98.79 %,cc-N/A,8.33,1,Guayaquil,Mi Comisariato MT,-2.087009400701,-79.870034111136,4,4,,Car,Super,0,false,false,4,,18,7,
EC,Sur de Guayaquil,2023-06-26 00:00:00,lunes,12412411,37,89.19 %,paypal,2.44,2,Guayaquil,Papoches Pet,-2.190332908738,-79.883656153215,,36,,Motorcycle,Mascotas,0,true,false,5,true,18,8,5.5
EC,LA BAHIA,2023-06-26 00:00:00,lunes,12412510,104,99.04 %,cash,17.23,1,Guayaquil,Pet Center,-2.152429438613,-79.903929785208,0,2,0,Motorcycle,Mascotas,0,false,false,6,,18,10,
EC,El Dorado,2023-06-26 00:00:00,lunes,12412519,541,97.78 %,cc-credit,163.91000000000003,48,Guayaquil,Mi Comisariato MT,-2.068867158199,-79.861633479595,47,18,,Car,Super,1,false,false,3,,18,7,
EC,Vía la Costa,2023-06-27 00:00:00,martes,12412523,27,100.00 %,cc-N/A,3.18,1,Guayaquil,Amor Animal MT,-2.160632308292,-79.917612694823,0,5,0,Motorcycle,Mascotas,0,false,false,4,true,18,,2.9
EC,Vía la Costa,2023-06-26 00:00:00,lunes,12412681,97,96.91 %,cc-N/A,24.589999999999996,11,Guayaquil,Mi Comisariato MT,-2.16102642578,-79.938372223775,22,8,,Motorcycle,Super,2,false,false,2,,18,4,
EC,Samborondon Sur,2023-06-26 00:00:00,lunes,12412976,16,93.75 %,cc-N/A,9.2,1,Guayaquil,City Pet,-2.13910744043,-79.865517996898,0,8,0,Motorcycle,Mascotas,0,false,false,2,true,18,3,3.7
EC,El Dorado,2023-06-26 00:00:00,lunes,12412980,12,100.00 %,cash,21.849999999999998,1,Guayaquil,Mi Comisariato MT,-2.04080186714,-79.897632681245,4,5,,Car,Super,0,false,false,4,,18,6,
EC,Sur de Guayaquil,2023-06-26 00:00:00,lunes,12413556,22,100.00 %,cc-N/A,1.9900000000000002,3,Guayaquil,City Pet,-2.246366525349,-79.903017334819,1,0,0,Bicycle,Mascotas,0,false,false,2,true,19,1,5.5
EC,extensión suburbio,2023-06-26 00:00:00,lunes,12414535,13,92.31 %,cash,2.53,2,Guayaquil,Turbo X,-2.200927503639,-79.915426187217,,0,,Bicycle,TurboX,0,true,false,1,true,19,1,3.94
EC,Samborondon Sur,2023-06-26 00:00:00,lunes,12415027,118,98.31 %,cc-N/A,21.07,1,Guayaquil,Mi Jugueteria,-2.142416937427,-79.859988279641,0,0,0,Motorcycle,Bebes y niños,0,false,false,1,,20,2,
EC,URDESA,2023-06-26 00:00:00,lunes,12415269,62,95.16 %,cc-N/A,7.95,1,Guayaquil,City Pet,-2.167708603667,-79.900624249205,0,2,0,Motorcycle,Mascotas,0,false,false,1,true,20,2,7.2
EC,Vía la Costa,2023-06-26 00:00:00,lunes,12415277,17,88.24 %,cash,10.34,7,Guayaquil,Mi Comisariato MT,-2.225667163707,-79.942209050059,15,2,,Motorcycle,Super,0,false,false,6,true,20,10,3
EC,Samborondon Sur,2023-06-26 00:00:00,lunes,12415334,1043,99.04 %,cc-credit,74.22,14,Guayaquil,Mi Comisariato MT,-2.100784821126,-79.860333755779,97,8,,Motorcycle,Super,1,false,false,5,,20,9,
EC,Vía la Costa,2023-06-26 00:00:00,lunes,12415404,53,100.00 %,cc-N/A,2.34,2,Guayaquil,Amor Animal MT,-2.164111775945,-79.932645776606,0,1,0,Motorcycle,Mascotas,0,false,false,2,true,20,3,5.5
EC,URDESA,2023-06-26 00:00:00,lunes,12415797,10,90.00 %,cash,8.66,14,Guayaquil,Mi Comisariato MT,-2.165897483462,-79.910453031103,8,21,0,Motorcycle,Super,0,true,true,1,true,20,2,3.96
EC,LA BAHIA,2023-06-26 00:00:00,lunes,12415880,52,92.31 %,cc-N/A,1.8900000000000001,1,Guayaquil,Pet Center,-2.196497076316,-79.884533509612,0,1,0,Car,Mascotas,0,false,false,1,true,20,1,4.99
EC,El Dorado,2023-06-26 00:00:00,lunes,12416209,221,98.64 %,cc-credit,50.61,19,Guayaquil,Mi Comisariato MT,-2.0414428,-79.8862592,41,6,,Motorcycle,Super,2,true,false,2,,20,5,
EC,LA BAHIA,2023-06-26 00:00:00,lunes,12416234,51,96.08 %,cc-N/A,1.8900000000000001,1,Guayaquil,Pet Center,-2.160678279715,-79.916913807392,0,1,0,Motorcycle,Mascotas,0,false,false,6,true,20,10,5
EC,Samborondon Sur,2023-06-26 00:00:00,lunes,12416382,121,95.04 %,cc-N/A,4.3999999999999995,1,Guayaquil,City Pet,-2.151698236271,-79.862785823643,0,17,0,Bicycle,Mascotas,0,false,false,1,true,21,1,3.9
EC,URDESA,2023-06-26 00:00:00,lunes,12416407,1,0.00 %,cc-N/A,5.73,1,Guayaquil,Mi Comisariato MT,-2.155117647934,-79.915719553828,0,5,0,Bicycle,Super,0,true,true,2,true,21,4,2
EC,ALBORADA,2023-06-26 00:00:00,lunes,12416880,37,100.00 %,cc-N/A,17.28,3,Guayaquil,Mi Comisariato MT,-2.132449774848,-79.903022685098,14,16,0,Motorcycle,Super,0,false,false,1,true,21,2,3.2
EC,Vía la Costa,2023-06-26 00:00:00,lunes,12417075,31,96.77 %,cc-N/A,5.58,1,Guayaquil,City Pet,-2.191910003369,-79.960381702056,0,12,0,Motorcycle,Mascotas,0,true,false,2,true,21,6,5.5
EC,URDESA,2023-06-26 00:00:00,lunes,12417332,306,96.08 %,cc-N/A,13,6,Guayaquil,Dmujeres Beauty Market,-2.163060726191,-79.900540419925,,0,0,Motorcycle,Belleza,0,false,false,2,true,22,6,2.24
EC,Vía la Costa,2023-06-26 00:00:00,lunes,12417510,1,100.00 %,cash,8.680000000000001,3,Guayaquil,Mi Comisariato MT,-2.193333051662,-79.928727932274,11,2,,Motorcycle,Super,0,false,false,3,,22,6,
EC,El Dorado,2023-06-26 00:00:00,lunes,12417538,16,87.50 %,cc-N/A,9.98,2,Guayaquil,Listo,-2.035107069257,-79.869703575969,,0,,,Express,0,true,true,1,,22,2,
EC,Sur de Guayaquil,2023-06-26 00:00:00,lunes,12417641,190,94.21 %,cc-credit,18.53,3,Guayaquil,Medicity,-2.2041121,-79.8949487,,0,0,Motorcycle,Farmacia,0,false,false,3,,23,6,
EC,Sur de Guayaquil,2023-06-26 00:00:00,lunes,12417692,11,90.91 %,cash,15.58,1,Guayaquil,Medicity,-2.24192574978,-79.892535544932,,0,0,,Farmacia,0,true,true,2,,0,4,
EC,Samborondon Sur,2023-06-26 00:00:00,lunes,12417696,492,98.58 %,cc-N/A,25.35,1,Guayaquil,City Pet,-2.117717,-79.869608,0,10,0,Motorcycle,Mascotas,0,false,false,4,,0,6,
EC,URDESA,2023-06-26 00:00:00,lunes,12417743,40,92.50 %,cc-N/A,17.69,2,Guayaquil,Importadora Tecnotrade,-2.155839321725,-79.906245991588,,0,0,Bicycle,Tecnologia,0,false,false,2,,6,5,
EC,KENNEDY,2023-06-26 00:00:00,lunes,12417745,283,90.11 %,cc-N/A,18.220000000000002,2,Guayaquil,COMPANIA LIMITADA FAMEDIC,-2.148152,-79.860654,,0,,Motorcycle,Tecnologia,0,true,true,3,,6,10,
EC,Vía la Costa,2023-06-26 00:00:00,lunes,12417748,125,91.20 %,cc-credit,45.53,13,Guayaquil,Mi Comisariato MT,-2.132404181566,-79.954684339464,47,5,,Motorcycle,Super,0,false,false,5,,7,10,
EC,URDESA,2023-06-26 00:00:00,lunes,12417759,484,97.52 %,cc-credit,24.48,2,Guayaquil,Medicity,-2.168264566974,-79.946031142251,0,2,0,Motorcycle,Farmacia,0,false,false,3,,7,8,
EC,Vía la Costa,2023-06-26 00:00:00,lunes,12417762,102,97.06 %,cc-CHARGE CARD,59.08,8,Guayaquil,Mi Comisariato MT,-2.18059119499,-79.985193291212,34,9,,Motorcycle,Super,0,false,false,2,,7,3,
EC,El Dorado,2023-06-26 00:00:00,lunes,12417772,21,100.00 %,cc-credit,50.32,17,Guayaquil,Mi Comisariato MT,-2.0373266,-79.8929251,70,6,,Motorcycle,Super,0,false,false,3,,7,6,
EC,Samborondon Sur,2023-06-26 00:00:00,lunes,12417773,284,90.14 %,cc-DEBIT,10.23,2,Guayaquil,Mi Comisariato MT,-2.148152,-79.860654,20,2,,Bicycle,Super,1,false,false,1,,7,2,
EC,KENNEDY,2023-06-26 00:00:00,lunes,12417775,18,100.00 %,cc-DEBIT,8.29,4,Guayaquil,Santa Maria,-2.169079998211,-79.914402924478,12,4,,Motorcycle,Super,0,false,false,4,,7,10,
EC,El Dorado,2023-06-26 00:00:00,lunes,12417791,168,95.24 %,cc-credit,17.23,5,Guayaquil,Mi Comisariato MT,-2.051737833954,-79.902262951278,12,5,,Motorcycle,Super,1,false,false,4,,7,6,
EC,URDESA,2023-06-26 00:00:00,lunes,12417800,675,96.74 %,cc-DEBIT,18.61,1,Guayaquil,Medicity,-2.159682212145,-79.904577322304,0,2,0,Motorcycle,Farmacia,0,false,false,2,,7,4,
EC,URDESA,2023-06-26 00:00:00,lunes,12417808,17,94.12 %,cash,6.84,2,Guayaquil,Farmacias 911,-2.180846078043,-79.909550137818,3,0,,Motorcycle,Farmacia,0,false,false,2,,7,5,
EC,KENNEDY,2023-06-26 00:00:00,lunes,12417828,575,97.74 %,cc-credit,85.8,34,Guayaquil,Santa Maria,-2.139296355239,-79.868535809219,54,7,,Motorcycle,Super,1,true,false,3,,8,10,
EC,URDESA,2023-06-26 00:00:00,lunes,12417846,260,92.69 %,cc-credit,11.73,1,Guayaquil,Medicity,-2.164443,-79.906495,0,1,0,Motorcycle,Farmacia,0,false,false,2,,8,3,
EC,URDESA,2023-06-26 00:00:00,lunes,12417847,52,100.00 %,cc-credit,24.71,7,Guayaquil,Mi Comisariato MT,-2.158400021277,-79.903696216643,7,5,0,Motorcycle,Super,0,true,false,3,,8,4,
EC,URDESA,2023-06-26 00:00:00,lunes,12417882,187,96.26 %,cash,12.67,4,Guayaquil,Mi Comisariato MT,-2.1926177,-79.8875721,4,6,0,Motorcycle,Super,0,false,false,5,,8,7,
EC,URDESA,2023-06-26 00:00:00,lunes,12417904,389,98.97 %,cash,18.5,6,Guayaquil,Mi Comisariato MT,-2.175887242238,-79.89544339478,8,9,0,Motorcycle,Super,0,false,false,3,,8,6,
EC,Sur de Guayaquil,2023-06-26 00:00:00,lunes,12417921,417,95.44 %,cc-credit,67.82000000000001,3,Guayaquil,Farmacias 911,-2.2101842,-79.8862703,5,0,,Motorcycle,Farmacia,0,false,false,1,,8,3,
EC,LA BAHIA,2023-06-26 00:00:00,lunes,12417944,233,94.85 %,cc-credit,37.33,,Guayaquil,Mi Jugueteria,-2.167392086419,-79.883859604597,17,3,0,Motorcycle,Bebes y niños,4,false,false,3,,8,7,
EC,Samborondon Sur,2023-06-26 00:00:00,lunes,12417953,213,98.59 %,cc-credit,151.98,29,Guayaquil,Mi Comisariato MT,-2.131208074195,-79.869461506605,57,15,,Motorcycle,Super,0,false,false,2,,8,3,
EC,LA BAHIA,2023-06-26 00:00:00,lunes,12417957,418,95.45 %,cc-credit,46.449999999999996,11,Guayaquil,Turbo X,-2.2101842,-79.8862703,,0,,Bicycle,TurboX,2,true,false,1,,8,4,
EC,ALBORADA,2023-06-26 00:00:00,lunes,12417968,83,98.80 %,cc-DEBIT,6.840000000000001,1,Guayaquil,Farmacias 911,-2.1451587,-79.8989846,5,0,,Bicycle,Farmacia,0,false,false,1,,8,3,
EC,KENNEDY,2023-06-26 00:00:00,lunes,12417975,1,100.00 %,cc-credit,12.269999999999998,2,Guayaquil,Kywi,-2.163417949343,-79.897399144322,1,,0,Car,Hogar,0,false,false,2,,8,4,
EC,URDESA,2023-06-26 00:00:00,lunes,12417991,4,100.00 %,cash,2.49,3,Guayaquil,Mini,-2.149520141422,-79.940089099109,1,2,0,Motorcycle,Express,0,false,false,1,true,8,2,3
EC,El Dorado,2023-06-26 00:00:00,lunes,12418009,2,100.00 %,cash,10.76,7,Guayaquil,Mi Comisariato MT,-2.032115274194,-79.911393485963,14,11,,Motorcycle,Super,0,false,false,5,true,8,10,3
EC,ALBORADA,2023-06-26 00:00:00,lunes,12418019,235,98.72 %,cc-credit,3.8600000000000008,3,Guayaquil,Mi Jugueteria,-2.145551,-79.891615,0,1,0,Motorcycle,Bebes y niños,0,false,false,3,true,8,7,3
EC,Samborondon Sur,2023-06-26 00:00:00,lunes,12418029,744,95.43 %,cc-credit,37.629999999999995,1,Guayaquil,Medicity,-2.097768,-79.858454,,0,0,Motorcycle,Farmacia,0,false,false,6,,9,7,
EC,LA BAHIA,2023-06-26 00:00:00,lunes,12418038,13,100.00 %,cc-credit,9.81,1,Guayaquil,Medicity,-2.187228783589,-79.887417890132,0,9,0,Motorcycle,Farmacia,0,false,false,1,true,9,2,2.5
EC,KENNEDY,2023-06-26 00:00:00,lunes,12418066,4,100.00 %,cc-credit,18.59,1,Guayaquil,Super Paco,-2.182503911963,-79.903628042542,0,0,0,Motorcycle,Libreria,0,false,false,2,,9,7,
EC,Samborondon Sur,2023-06-26 00:00:00,lunes,12418069,565,98.05 %,cc-CHARGE CARD,25.409999999999997,12,Guayaquil,Mi Comisariato MT,-2.148480648752,-79.86938968502,27,5,,Bicycle,Super,2,false,false,1,true,9,3,1.5
EC,Samborondon Norte,2023-06-26 00:00:00,lunes,12418074,7,85.71 %,cash,37.4,2,Guayaquil,Pharmacys,-2.127599397874,-79.868867319133,3,0,,Motorcycle,Farmacia,0,false,false,2,,9,5,
EC,Samborondon Sur,2023-06-26 00:00:00,lunes,12418076,891,96.41 %,cc-credit,24.57,9,Guayaquil,Mi Comisariato MT,-2.1186875,-79.8655625,24,2,,Motorcycle,Super,1,false,false,3,,9,5,
EC,Extensión Mucho lote 1,2023-06-26 00:00:00,lunes,12418078,255,97.25 %,cc-credit,8.429999999999998,1,Guayaquil,Mi Jugueteria,-2.132835718115,-79.927054569125,0,6,0,Motorcycle,Bebes y niños,0,false,false,3,,9,6,
EC,KENNEDY,2023-06-26 00:00:00,lunes,12418079,450,96.89 %,cc-credit,43.910000000000004,12,Guayaquil,SUPER EASY,-2.143905862312,-79.890212081373,8,1,0,Bicycle,Super,1,false,false,2,,9,4,
EC,El Dorado,2023-06-26 00:00:00,lunes,12418104,93,88.17 %,cc-DEBIT,12.75,1,Guayaquil,Fernandez,-2.01969837761,-79.871247857809,3,0,0,Motorcycle,Especializada,1,false,false,3,,9,4,
EC,ALBORADA,2023-06-26 00:00:00,lunes,12418117,21,90.48 %,cash,3.7,2,Guayaquil,Mi Jugueteria,-2.127407327968,-79.897034615278,0,1,0,Motorcycle,Bebes y niños,0,false,false,2,true,9,5,3.5
EC,Samborondon Sur,2023-06-26 00:00:00,lunes,12418125,85,100.00 %,cc-credit,28.36,14,Guayaquil,Mi Comisariato MT,-2.126348585284,-79.872129634023,47,7,,Motorcycle,Super,2,false,false,2,,9,5,
EC,Vía la Costa,2023-06-26 00:00:00,lunes,12418126,109,94.50 %,cc-N/A,182.7,63,Guayaquil,Mi Comisariato MT,-2.179196373247,-79.968112148345,140,18,,Motorcycle,Super,6,true,false,4,,9,6,
EC,Vía la Costa,2023-06-26 00:00:00,lunes,12418132,247,96.36 %,cc-CHARGE CARD,27.299999999999997,8,Guayaquil,Mi Comisariato MT,-2.176194803774,-79.984091743827,10,9,,Motorcycle,Super,0,false,false,2,,9,4,
EC,El Dorado,2023-06-26 00:00:00,lunes,12418144,222,98.65 %,cash,17.03,3,Guayaquil,Mi Comisariato MT,-2.0414428,-79.8862592,9,8,,Car,Super,0,true,false,2,,9,5,
EC,URDESA,2023-06-26 00:00:00,lunes,12418147,2,100.00 %,cash,3.5399999999999996,3,Guayaquil,Mini,-2.1492703,-79.9393178,0,2,0,Motorcycle,Express,0,false,false,1,true,9,2,3
EC,Sur de Guayaquil,2023-06-26 00:00:00,lunes,12418163,18,100.00 %,cash,2.47,1,Guayaquil,Bebemundo,-2.200492301175,-79.899188429117,0,22,0,Motorcycle,Bebes y niños,0,false,false,4,true,9,8,3
EC,Samborondon Sur,2023-06-26 00:00:00,lunes,12418170,959,97.50 %,cc-credit,11.040000000000001,2,Guayaquil,Listo,-2.137269347088,-79.85908806324,1,4,,Bicycle,Express,0,false,false,1,,9,2,
EC,El Dorado,2023-06-26 00:00:00,lunes,12418176,61,96.72 %,cash,6.33,1,Guayaquil,Listo,-2.078260804641,-79.854757636786,1,2,,Car,Express,0,false,false,1,,9,2,
EC,Samborondon Sur,2023-06-26 00:00:00,lunes,12418195,18,100.00 %,cc-DEBIT,2.09,2,Guayaquil,Dmujeres Beauty Market,-2.147327663641,-79.866032175228,,0,0,Motorcycle,Belleza,0,false,false,1,true,9,2,2.7
EC,Vía la Costa,2023-06-26 00:00:00,lunes,12418202,54,92.59 %,cash,12.59,1,Guayaquil,Mi Comisariato MT,-2.192004655157,-79.965256936848,2,7,,Motorcycle,Super,0,false,false,3,,9,6,
EC,Joya Autopista,2023-06-26 00:00:00,lunes,12418207,26,96.15 %,cc-DEBIT,5.54,1,Guayaquil,City Pet,-2.069364048512,-79.909017719328,0,2,0,Motorcycle,Mascotas,0,false,false,4,,9,7,
EC,URDESA,2023-06-26 00:00:00,lunes,12418208,517,97.87 %,cc-credit,10.65,4,Guayaquil,Mi Comisariato MT,-2.179304924146,-79.896428100765,4,3,0,Motorcycle,Super,0,false,false,3,,9,5,
EC,URDESA,2023-06-26 00:00:00,lunes,12418221,36,97.22 %,cc-credit,8.48,1,Guayaquil,Farmacias 911,-2.183937091946,-79.906444475055,3,0,,Bicycle,Farmacia,0,false,false,3,,9,5,
EC,Sur de Guayaquil,2023-06-26 00:00:00,lunes,12418236,141,93.62 %,cc-credit,30.480000000000004,3,Guayaquil,Farmacias 911,-2.242408728899,-79.903734433121,4,0,,Bicycle,Farmacia,0,false,false,4,,9,8,
EC,Sur de Guayaquil,2023-06-26 00:00:00,lunes,12418244,6,100.00 %,cash,4.73,1,Guayaquil,Mi Comisariato MT,-2.243252060441,-79.899386616198,13,21,,Motorcycle,Super,0,true,false,1,,9,1,
EC,Sur de Guayaquil,2023-06-26 00:00:00,lunes,12418251,9,100.00 %,cc-DEBIT,14.799999999999999,2,Guayaquil,Farmacias 911,-2.194751235078,-79.904806651175,4,0,,Motorcycle,Farmacia,0,false,false,3,,9,7,
EC,URDESA,2023-06-26 00:00:00,lunes,12418267,346,90.75 %,cc-credit,7.43,4,Guayaquil,Mi Comisariato MT,-2.184451366892,-79.91389464587,20,6,0,Motorcycle,Super,0,false,false,2,,9,5,
EC,URDESA,2023-06-26 00:00:00,lunes,12418273,298,98.32 %,cc-credit,25.740000000000002,3,Guayaquil,Medicity,-2.130659921097,-79.90754895851,1,8,0,Motorcycle,Farmacia,0,false,false,3,,9,5,
EC,URDESA,2023-06-26 00:00:00,lunes,12418274,4,100.00 %,cc-DEBIT,3.39,2,Guayaquil,Mi Comisariato MT,-2.208114523941,-79.911925569177,27,0,0,Motorcycle,Super,0,false,false,5,true,9,8,3
EC,ALBORADA,2023-06-26 00:00:00,lunes,12418281,199,97.49 %,cc-DEBIT,18.05,2,Guayaquil,Mini,-2.135202267309,-79.914422780406,1,3,0,Motorcycle,Express,0,false,false,3,,9,6,
EC,URDESA,2023-06-26 00:00:00,lunes,12418286,34,97.06 %,cc-credit,16.779999999999998,5,Guayaquil,Mi Comisariato MT,-2.182726283659,-79.874625094235,16,13,0,Motorcycle,Super,0,false,false,5,,9,9,
EC,KENNEDY,2023-06-26 00:00:00,lunes,12418290,285,97.54 %,cc-credit,45.96,3,Guayaquil,Santa Maria,-2.1912012511,-79.881412088871,5,2,,Motorcycle,Super,0,false,false,6,,9,10,
EC,KENNEDY,2023-06-26 00:00:00,lunes,12418294,15,100.00 %,cc-DEBIT,2.79,1,Guayaquil,Bebemundo,-2.126580950864,-79.888409947379,0,5,0,Bicycle,Bebes y niños,0,false,false,4,true,9,9,6.36
EC,Sur de Guayaquil,2023-06-26 00:00:00,lunes,12418299,5,100.00 %,cc-DEBIT,5.64,2,Guayaquil,Medicity,-2.207938634665,-79.913061819971,0,5,0,Motorcycle,Farmacia,0,true,false,3,true,9,7,2
